mesh_id,hospital_name,n_cases,share,risk_score
14067_03828,仙台徳洲会病院（高玉町,3,1.0,
14068_03829,仙台厚生病院（堤通雨宮町,3,0.25,
14068_03829,仙台徳洲会病院（高玉町,5,0.4166666666666667,
14068_03829,東北労災病院（台原四,1,0.08333333333333333,
14068_03829,東北大学病院（星陵町,2,0.16666666666666666,
14068_03829,泉整形外科病院（上谷刈,1,0.08333333333333333,
14068_03830,イムス明理会仙台総合病院（中央四,5,0.0684931506849315,
14068_03830,七郷クリニック（荒井三,1,0.0136986301369863,
14068_03830,中嶋病院（大梶,8,0.1095890410958904,
14068_03830,仙台医療センター（宮城野二,6,0.0821917808219178,
14068_03830,仙台厚生病院（堤通雨宮町,8,0.1095890410958904,
14068_03830,仙台市立病院（あすと長町一,2,0.0273972602739726,
14068_03830,仙台徳洲会病院（高玉町,12,0.1643835616438356,
14068_03830,広南病院（長町南四,5,0.0684931506849315,
14068_03830,東北公済病院（国分町二,7,0.0958904109589041,
14068_03830,東北労災病院（台原四,4,0.0547945205479452,
14068_03830,東北大学病院（星陵町,6,0.0821917808219178,
14068_03830,河原町病院（南小泉字八軒,4,0.0547945205479452,
14068_03830,泉整形外科病院（上谷刈,4,0.0547945205479452,
14068_03830,泉病院（長命ヶ丘二,1,0.0136986301369863,
14069_03823,仙台医療センター（宮城野二,6,0.6,
14069_03823,仙台厚生病院（堤通雨宮町,3,0.3,
14069_03823,東北公済病院（国分町二,1,0.1,
14069_03825,中嶋病院（大梶,22,0.4074074074074074,0.5674501827390039
14069_03825,仙台オープン病院（鶴ヶ谷五,4,0.07407407407407407,0.5674501827390039
14069_03825,仙台医療センター（宮城野二,11,0.2037037037037037,0.5674501827390039
14069_03825,仙台厚生病院（堤通雨宮町,6,0.1111111111111111,0.5674501827390039
14069_03825,仙台市立病院（あすと長町一,2,0.037037037037037035,0.5674501827390039
14069_03825,仙台赤十字病院（八木山本町二,3,0.05555555555555555,0.5674501827390039
14069_03825,宮城県立がんセンター（名取市,1,0.018518518518518517,0.5674501827390039
14069_03825,広南病院（長町南四,1,0.018518518518518517,0.5674501827390039
14069_03825,東北公済病院（国分町二,3,0.05555555555555555,0.5674501827390039
14069_03825,東北大学病院（星陵町,1,0.018518518518518517,0.5674501827390039
14069_03828,東北公済病院（国分町二,4,1.0,
14069_03831,泉整形外科病院（上谷刈,2,1.0,
14069_03834,仙台厚生病院（堤通雨宮町,1,0.25,0.5547183751748855
14069_03834,仙台徳洲会病院（高玉町,3,0.75,0.5547183751748855
14070_03822,仙台医療センター（宮城野二,1,0.14285714285714285,
14070_03822,仙台市立病院（あすと長町一,1,0.14285714285714285,
14070_03822,仙台赤十字病院（八木山本町二,3,0.42857142857142855,
14070_03822,ＪＣＨＯ仙台南病院（中田町前沖,2,0.2857142857142857,
14070_03823,中嶋病院（大梶,2,0.14285714285714285,
14070_03823,仙台赤十字病院（八木山本町二,6,0.42857142857142855,
14070_03823,東北公済病院（国分町二,3,0.21428571428571427,
14070_03823,東北労災病院（台原四,3,0.21428571428571427,
14071_03821,イムス明理会仙台総合病院（中央四,2,0.05128205128205128,
14071_03821,中嶋病院（大梶,7,0.1794871794871795,
14071_03821,仙台オープン病院（鶴ヶ谷五,3,0.07692307692307693,
14071_03821,仙台厚生病院（堤通雨宮町,1,0.02564102564102564,
14071_03821,仙台市立病院（あすと長町一,18,0.46153846153846156,
14071_03821,仙台徳洲会病院（高玉町,4,0.10256410256410256,
14071_03821,仙台赤十字病院（八木山本町二,3,0.07692307692307693,
14071_03821,岩切病院（岩切字稲荷,1,0.02564102564102564,
14071_03822,中嶋病院（大梶,10,0.1724137931034483,
14071_03822,仙台医療センター（宮城野二,4,0.06896551724137931,
14071_03822,仙台厚生病院（堤通雨宮町,3,0.05172413793103448,
14071_03822,仙台市立病院（あすと長町一,14,0.2413793103448276,
14071_03822,仙台東脳神経外科（岩切一,6,0.10344827586206896,
14071_03822,仙台赤十字病院（八木山本町二,11,0.1896551724137931,
14071_03822,東北公済病院（国分町二,4,0.06896551724137931,
14071_03822,県こども病院（落合四,5,0.08620689655172414,
14071_03822,ＪＣＨＯ仙台病院（紫山二,1,0.017241379310344827,
14071_03823,イムス明理会仙台総合病院（中央四,3,0.05660377358490566,
14071_03823,中嶋病院（大梶,1,0.018867924528301886,
14071_03823,仙台オープン病院（鶴ヶ谷五,3,0.05660377358490566,
14071_03823,仙台医療センター（宮城野二,8,0.1509433962264151,
14071_03823,仙台厚生病院（堤通雨宮町,2,0.03773584905660377,
14071_03823,仙台厚生病院（広瀬町,2,0.03773584905660377,
14071_03823,仙台市立病院（あすと長町一,2,0.03773584905660377,
14071_03823,仙台徳洲会病院（高玉町,4,0.07547169811320754,
14071_03823,仙台赤十字病院（八木山本町二,1,0.018867924528301886,
14071_03823,広南病院（長町南四,5,0.09433962264150944,
14071_03823,東北公済病院（国分町二,5,0.09433962264150944,
14071_03823,東北大学病院（星陵町,1,0.018867924528301886,
14071_03823,泉整形外科病院（上谷刈,5,0.09433962264150944,
14071_03823,県こども病院（落合四,2,0.03773584905660377,
14071_03823,長町病院（長町三,2,0.03773584905660377,
14071_03823,ＪＣＨＯ仙台南病院（中田町前沖,2,0.03773584905660377,
14071_03823,ＪＲ仙台病院（五橋一,5,0.09433962264150944,
14071_03824,東北大学病院（星陵町,3,1.0,
14071_03826,仙台赤十字病院（八木山本町二,2,0.5,
14071_03826,東北労災病院（台原四,1,0.25,
14071_03826,東北大学病院（星陵町,1,0.25,
14071_03827,仙台医療センター（宮城野二,5,0.23809523809523808,0.6874877125093274
14071_03827,仙台厚生病院（堤通雨宮町,2,0.09523809523809523,0.6874877125093274
14071_03827,仙台市立病院（あすと長町一,1,0.047619047619047616,0.6874877125093274
14071_03827,仙台徳洲会病院（高玉町,10,0.47619047619047616,0.6874877125093274
14071_03827,東北労災病院（台原四,1,0.047619047619047616,0.6874877125093274
14071_03827,ＪＲ仙台病院（五橋一,2,0.09523809523809523,0.6874877125093274
14071_03828,中嶋病院（大梶,4,0.0975609756097561,0.701322503014784
14071_03828,仙台医療センター（宮城野二,8,0.1951219512195122,0.701322503014784
14071_03828,仙台厚生病院（堤通雨宮町,1,0.024390243902439025,0.701322503014784
14071_03828,仙台徳洲会病院（高玉町,12,0.2926829268292683,0.701322503014784
14071_03828,仙台赤十字病院（八木山本町二,1,0.024390243902439025,0.701322503014784
14071_03828,宮城共立医院（上愛子字上遠野原,1,0.024390243902439025,0.701322503014784
14071_03828,東北公済病院（国分町二,2,0.04878048780487805,0.701322503014784
14071_03828,東北医科薬科大学病院（福室一,8,0.1951219512195122,0.701322503014784
14071_03828,泉整形外科病院（上谷刈,1,0.024390243902439025,0.701322503014784
14071_03828,高野原曽木医院（高野原四,3,0.07317073170731707,0.701322503014784
14071_03829,中嶋病院（大梶,1,1.0,
14072_03821,仙台医療センター（宮城野二,9,0.75,
14072_03821,仙台赤十字病院（八木山本町二,1,0.08333333333333333,
14072_03821,東北大学病院（星陵町,2,0.16666666666666666,
14072_03822,イムス明理会仙台総合病院（中央四,10,0.055248618784530384,
14072_03822,中嶋病院（大梶,11,0.06077348066298342,
14072_03822,仙台オープン病院（鶴ヶ谷五,1,0.0055248618784530384,
14072_03822,仙台医療センター（宮城野二,13,0.0718232044198895,
14072_03822,仙台厚生病院（堤通雨宮町,8,0.04419889502762431,
14072_03822,仙台厚生病院（広瀬町,2,0.011049723756906077,
14072_03822,仙台市立病院（あすと長町一,31,0.1712707182320442,
14072_03822,仙台循環器病センター（泉中央一,1,0.0055248618784530384,
14072_03822,仙台徳洲会病院（高玉町,19,0.10497237569060773,
14072_03822,仙台東脳神経外科（岩切一,5,0.027624309392265192,
14072_03822,仙台赤十字病院（八木山本町二,25,0.13812154696132597,
14072_03822,伊藤病院（二日町）,2,0.011049723756906077,
14072_03822,広南病院（長町南四,10,0.055248618784530384,
14072_03822,東北公済病院（国分町二,11,0.06077348066298342,
14072_03822,東北労災病院（台原四,3,0.016574585635359115,
14072_03822,東北医科薬科大学病院（福室一,8,0.04419889502762431,
14072_03822,河原町病院（南小泉字八軒,1,0.0055248618784530384,
14072_03822,泉整形外科病院（上谷刈,3,0.016574585635359115,
14072_03822,県こども病院（落合四,2,0.011049723756906077,
14072_03822,ＪＣＨＯ仙台南病院（中田町前沖,2,0.011049723756906077,
14072_03822,ＪＣＨＯ仙台病院（紫山二,13,0.0718232044198895,
14072_03823,中嶋病院（大梶,1,0.14285714285714285,
14072_03823,仙台赤十字病院（八木山本町二,3,0.42857142857142855,
14072_03823,東北大学病院（星陵町,3,0.42857142857142855,
14072_03826,イムス明理会仙台総合病院（中央四,5,0.16129032258064516,0.631452228133169
14072_03826,仙台厚生病院（堤通雨宮町,6,0.1935483870967742,0.631452228133169
14072_03826,仙台徳洲会病院（高玉町,4,0.12903225806451613,0.631452228133169
14072_03826,広南病院（長町南四,2,0.06451612903225806,0.631452228133169
14072_03826,東北公済病院（国分町二,3,0.0967741935483871,0.631452228133169
14072_03826,東北労災病院（台原四,1,0.03225806451612903,0.631452228133169
14072_03826,泉病院（長命ヶ丘二,8,0.25806451612903225,0.631452228133169
14072_03826,ＪＣＨＯ仙台病院（紫山二,2,0.06451612903225806,0.631452228133169
14072_03827,イムス明理会仙台総合病院（中央四,13,0.16049382716049382,0.5864725580009866
14072_03827,仙台オープン病院（鶴ヶ谷五,2,0.024691358024691357,0.5864725580009866
14072_03827,仙台医療センター（宮城野二,1,0.012345679012345678,0.5864725580009866
14072_03827,仙台厚生病院（堤通雨宮町,6,0.07407407407407407,0.5864725580009866
14072_03827,仙台厚生病院（広瀬町,5,0.06172839506172839,0.5864725580009866
14072_03827,仙台市立病院（あすと長町一,3,0.037037037037037035,0.5864725580009866
14072_03827,仙台循環器病センター（泉中央一,6,0.07407407407407407,0.5864725580009866
14072_03827,仙台徳洲会病院（高玉町,14,0.1728395061728395,0.5864725580009866
14072_03827,仙台赤十字病院（八木山本町二,4,0.04938271604938271,0.5864725580009866
14072_03827,広南病院（長町南四,1,0.012345679012345678,0.5864725580009866
14072_03827,広瀬病院（郷六字大森,1,0.012345679012345678,0.5864725580009866
14072_03827,東北公済病院（国分町二,3,0.037037037037037035,0.5864725580009866
14072_03827,東北労災病院（台原四,12,0.14814814814814814,0.5864725580009866
14072_03827,東北大学病院（星陵町,6,0.07407407407407407,0.5864725580009866
14072_03827,泉整形外科病院（上谷刈,2,0.024691358024691357,0.5864725580009866
14072_03827,泉病院（長命ヶ丘二,1,0.012345679012345678,0.5864725580009866
14072_03827,ＪＣＨＯ仙台病院（紫山二,1,0.012345679012345678,0.5864725580009866
14072_03828,中嶋病院（大梶,2,0.019230769230769232,0.7009315238894201
14072_03828,仙台医療センター（宮城野二,12,0.11538461538461539,0.7009315238894201
14072_03828,仙台厚生病院（堤通雨宮町,10,0.09615384615384616,0.7009315238894201
14072_03828,仙台厚生病院（広瀬町,3,0.028846153846153848,0.7009315238894201
14072_03828,仙台市立病院（あすと長町一,31,0.2980769230769231,0.7009315238894201
14072_03828,仙台循環器病センター（泉中央一,5,0.04807692307692308,0.7009315238894201
14072_03828,仙台徳洲会病院（高玉町,13,0.125,0.7009315238894201
14072_03828,仙台東脳神経外科（岩切一,1,0.009615384615384616,0.7009315238894201
14072_03828,仙台赤十字病院（八木山本町二,3,0.028846153846153848,0.7009315238894201
14072_03828,宮城共立医院（上愛子字上遠野原,1,0.009615384615384616,0.7009315238894201
14072_03828,東北公済病院（国分町二,9,0.08653846153846154,0.7009315238894201
14072_03828,東北労災病院（台原四,6,0.057692307692307696,0.7009315238894201
14072_03828,若林病院　東北医科薬科大学（大和町二,3,0.028846153846153848,0.7009315238894201
14072_03828,西多賀病院（鈎取本町二,3,0.028846153846153848,0.7009315238894201
14072_03828,ＪＣＨＯ仙台病院（紫山二,2,0.019230769230769232,0.7009315238894201
14072_03829,仙台徳洲会病院（高玉町,1,1.0,0.7
14072_03830,仙台厚生病院（堤通雨宮町,1,0.125,0.7003458412588621
14072_03830,泉病院（長命ヶ丘二,3,0.375,0.7003458412588621
14072_03830,ＪＣＨＯ仙台病院（紫山二,4,0.5,0.7003458412588621
14073_03820,仙台市立病院（あすと長町一,1,1.0,0.7
14073_03821,仙台医療センター（宮城野二,3,0.42857142857142855,
14073_03821,仙台市立病院（あすと長町一,4,0.5714285714285714,
14073_03822,イムス明理会仙台総合病院（中央四,8,0.07476635514018691,
14073_03822,中嶋病院（大梶,3,0.028037383177570093,
14073_03822,仙台医療センター（宮城野二,5,0.04672897196261682,
14073_03822,仙台厚生病院（堤通雨宮町,4,0.037383177570093455,
14073_03822,仙台市立病院（あすと長町一,18,0.16822429906542055,
14073_03822,仙台徳洲会病院（高玉町,10,0.09345794392523364,
14073_03822,仙台赤十字病院（八木山本町二,19,0.17757009345794392,
14073_03822,坂総合病院（塩釜市,3,0.028037383177570093,
14073_03822,広南病院（長町南四,2,0.018691588785046728,
14073_03822,東北公済病院（国分町二,4,0.037383177570093455,
14073_03822,東北労災病院（台原四,15,0.14018691588785046,
14073_03822,東北大学病院（星陵町,3,0.028037383177570093,
14073_03822,河原町病院（南小泉字八軒,7,0.06542056074766354,
14073_03822,ＪＣＨＯ仙台病院（紫山二,3,0.028037383177570093,
14073_03822,ＪＲ仙台病院（五橋一,3,0.028037383177570093,
14073_03823,中嶋病院（大梶,3,1.0,
14073_03824,仙台徳洲会病院（高玉町,4,0.6666666666666666,0.600328549195919
14073_03824,仙台赤十字病院（八木山本町二,2,0.3333333333333333,0.600328549195919
14073_03826,仙台医療センター（宮城野二,1,0.05555555555555555,0.591091316112931
14073_03826,仙台厚生病院（堤通雨宮町,1,0.05555555555555555,0.591091316112931
14073_03826,仙台厚生病院（広瀬町,3,0.16666666666666666,0.591091316112931
14073_03826,伊藤病院（二日町）,4,0.2222222222222222,0.591091316112931
14073_03826,宮城共立医院（上愛子字上遠野原,1,0.05555555555555555,0.591091316112931
14073_03826,広南病院（長町南四,6,0.3333333333333333,0.591091316112931
14073_03826,県こども病院（落合四,1,0.05555555555555555,0.591091316112931
14073_03826,ＪＣＨＯ仙台病院（紫山二,1,0.05555555555555555,0.591091316112931
14073_03827,イムス明理会仙台総合病院（中央四,1,0.012345679012345678,0.5953828030434027
14073_03827,中嶋病院（大梶,11,0.13580246913580246,0.5953828030434027
14073_03827,仙台医療センター（宮城野二,10,0.12345679012345678,0.5953828030434027
14073_03827,仙台厚生病院（堤通雨宮町,3,0.037037037037037035,0.5953828030434027
14073_03827,仙台厚生病院（広瀬町,1,0.012345679012345678,0.5953828030434027
14073_03827,仙台市立病院（あすと長町一,2,0.024691358024691357,0.5953828030434027
14073_03827,仙台徳洲会病院（高玉町,5,0.06172839506172839,0.5953828030434027
14073_03827,仙台赤十字病院（八木山本町二,3,0.037037037037037035,0.5953828030434027
14073_03827,広南病院（長町南四,2,0.024691358024691357,0.5953828030434027
14073_03827,東北公済病院（国分町二,5,0.06172839506172839,0.5953828030434027
14073_03827,東北労災病院（台原四,8,0.09876543209876543,0.5953828030434027
14073_03827,東北医科薬科大学病院（福室一,7,0.08641975308641975,0.5953828030434027
14073_03827,東北大学病院（星陵町,10,0.12345679012345678,0.5953828030434027
14073_03827,松田病院（実沢字立田屋敷,2,0.024691358024691357,0.5953828030434027
14073_03827,泉病院（長命ヶ丘二,8,0.09876543209876543,0.5953828030434027
14073_03827,県こども病院（落合四,1,0.012345679012345678,0.5953828030434027
14073_03827,ＪＣＨＯ仙台病院（紫山二,2,0.024691358024691357,0.5953828030434027
14073_03828,仙台市立病院（あすと長町一,1,0.5,0.7333679174592195
14073_03828,東北大学病院（星陵町,1,0.5,0.7333679174592195
14073_03838,中嶋病院（大梶,4,0.025477707006369428,0.549127098172854
14073_03838,仙台オープン病院（鶴ヶ谷五,7,0.044585987261146494,0.549127098172854
14073_03838,仙台医療センター（宮城野二,4,0.025477707006369428,0.549127098172854
14073_03838,仙台厚生病院（堤通雨宮町,9,0.05732484076433121,0.549127098172854
14073_03838,仙台市立病院（あすと長町一,8,0.050955414012738856,0.549127098172854
14073_03838,仙台循環器病センター（泉中央一,1,0.006369426751592357,0.549127098172854
14073_03838,仙台徳洲会病院（高玉町,32,0.20382165605095542,0.549127098172854
14073_03838,仙台東脳神経外科（岩切一,2,0.012738853503184714,0.549127098172854
14073_03838,伊藤病院（二日町）,1,0.006369426751592357,0.549127098172854
14073_03838,坂総合病院（塩釜市,1,0.006369426751592357,0.549127098172854
14073_03838,広南病院（長町南四,4,0.025477707006369428,0.549127098172854
14073_03838,東北公済病院（国分町二,1,0.006369426751592357,0.549127098172854
14073_03838,東北労災病院（台原四,7,0.044585987261146494,0.549127098172854
14073_03838,東北大学病院（星陵町,25,0.1592356687898089,0.549127098172854
14073_03838,松田病院（実沢字立田屋敷,20,0.12738853503184713,0.549127098172854
14073_03838,泉中央病院（上谷刈四,1,0.006369426751592357,0.549127098172854
14073_03838,泉整形外科病院（上谷刈,3,0.01910828025477707,0.549127098172854
14073_03838,泉病院（長命ヶ丘二,10,0.06369426751592357,0.549127098172854
14073_03838,県こども病院（落合四,1,0.006369426751592357,0.549127098172854
14073_03838,ＪＣＨＯ仙台病院（紫山二,16,0.10191082802547771,0.549127098172854
14074_03820,中嶋病院（大梶,3,0.75,0.6000518761888294
14074_03820,仙台徳洲会病院（高玉町,1,0.25,0.6000518761888294
14074_03821,ベーテル病院（岩沼市,2,0.08,
14074_03821,中嶋病院（大梶,10,0.4,
14074_03821,仙台医療センター（宮城野二,5,0.2,
14074_03821,仙台徳洲会病院（高玉町,3,0.12,
14074_03821,広南病院（長町南四,5,0.2,
14074_03822,中嶋病院（大梶,1,0.5,
14074_03822,仙台厚生病院（堤通雨宮町,1,0.5,
14074_03826,中嶋病院（大梶,3,0.2,0.5670643841143581
14074_03826,仙台厚生病院（堤通雨宮町,1,0.06666666666666667,0.5670643841143581
14074_03826,仙台厚生病院（広瀬町,1,0.06666666666666667,0.5670643841143581
14074_03826,仙台徳洲会病院（高玉町,2,0.13333333333333333,0.5670643841143581
14074_03826,仙台赤十字病院（八木山本町二,1,0.06666666666666667,0.5670643841143581
14074_03826,東北公済病院（国分町二,4,0.26666666666666666,0.5670643841143581
14074_03826,泉病院（長命ヶ丘二,1,0.06666666666666667,0.5670643841143581
14074_03826,県こども病院（落合四,2,0.13333333333333333,0.5670643841143581
14074_03827,みやぎ台かねこ医院（みやぎ台三,1,0.005988023952095809,0.5505648401501348
14074_03827,イムス明理会仙台総合病院（中央四,9,0.05389221556886228,0.5505648401501348
14074_03827,中嶋病院（大梶,14,0.08383233532934131,0.5505648401501348
14074_03827,仙台みやぎ整形外科クリニック（郷六字舘,1,0.005988023952095809,0.5505648401501348
14074_03827,仙台オープン病院（鶴ヶ谷五,1,0.005988023952095809,0.5505648401501348
14074_03827,仙台医療センター（宮城野二,28,0.16766467065868262,0.5505648401501348
14074_03827,仙台厚生病院（堤通雨宮町,14,0.08383233532934131,0.5505648401501348
14074_03827,仙台厚生病院（広瀬町,5,0.029940119760479042,0.5505648401501348
14074_03827,仙台市立病院（あすと長町一,15,0.08982035928143713,0.5505648401501348
14074_03827,仙台循環器病センター（泉中央一,2,0.011976047904191617,0.5505648401501348
14074_03827,仙台徳洲会病院（高玉町,22,0.1317365269461078,0.5505648401501348
14074_03827,仙台赤十字病院（八木山本町二,5,0.029940119760479042,0.5505648401501348
14074_03827,伊藤病院（二日町）,8,0.04790419161676647,0.5505648401501348
14074_03827,公立黒川病院（大和町,4,0.023952095808383235,0.5505648401501348
14074_03827,広南病院（長町南四,2,0.011976047904191617,0.5505648401501348
14074_03827,愛子整形外科（愛子東一,1,0.005988023952095809,0.5505648401501348
14074_03827,東北公済病院（国分町二,11,0.0658682634730539,0.5505648401501348
14074_03827,東北労災病院（台原四,6,0.03592814371257485,0.5505648401501348
14074_03827,東北大学病院（星陵町,3,0.017964071856287425,0.5505648401501348
14074_03827,河原町病院（南小泉字八軒,1,0.005988023952095809,0.5505648401501348
14074_03827,泉中央病院（上谷刈四,1,0.005988023952095809,0.5505648401501348
14074_03827,泉整形外科病院（上谷刈,4,0.023952095808383235,0.5505648401501348
14074_03827,泉病院（長命ヶ丘二,1,0.005988023952095809,0.5505648401501348
14074_03827,県こども病院（落合四,5,0.029940119760479042,0.5505648401501348
14074_03827,ＪＣＨＯ仙台病院（紫山二,3,0.017964071856287425,0.5505648401501348
14074_03828,仙台厚生病院（堤通雨宮町,6,0.42857142857142855,0.5832427984520622
14074_03828,仙台徳洲会病院（高玉町,4,0.2857142857142857,0.5832427984520622
14074_03828,広瀬病院（郷六字大森,1,0.07142857142857142,0.5832427984520622
14074_03828,高野原曽木医院（高野原四,3,0.21428571428571427,0.5832427984520622
14074_03829,イムス明理会仙台総合病院（中央四,5,0.04950495049504951,0.6101219350468503
